symbol,exchange,name,sector,industry,cap_category,index
CENTUM.NS,NSE,Centum Electronics Limited,,,,
CENTURYPLY.NS,NSE,Century Plyboards (India) Limited,,,,
CERA.NS,NSE,Cera Sanitaryware Limited,,,,
CESC.NS,NSE,CESC Limited,,,,
CEWATER.NS,NSE,Concord Enviro Systems Limited,,,,
CFEL.NS,NSE,Confidence Futuristic Energetech Limited,,,,
CGCL.NS,NSE,Capri Global Capital Limited,,,,
CGPOWER.NS,NSE,CG Power and Industrial Solutions Limited,,,,
CGVAK.NS,NSE,CG Vak Software & Exports Limited,,,,
CHALET.NS,NSE,Chalet Hotels Limited,,,,
CHAMBLFERT.NS,NSE,Chambal Fertilizers & Chemicals Limited,,,,
CHEMBOND.NS,NSE,Chembond Material Technologies Limited,,,,
CHEMBONDCH.NS,NSE,Chembond Chemicals Limited,,,,
CHEMCON.NS,NSE,Chemcon Speciality Chemicals Limited,,,,
CHEMCRUX.NS,NSE,Chemcrux Enterprises Limited,,,,
CHEMFAB.NS,NSE,Chemfab Alkalis Limited,,,,
CHEMPLASTS.NS,NSE,Chemplast Sanmar Limited,,,,
CHENNPETRO.NS,NSE,Chennai Petroleum Corporation Limited,,,,
CHEVIOT.NS,NSE,Cheviot Company Limited,,,,
CHOICEIN.NS,NSE,Choice International Limited,,,,
CHOLAFIN.NS,NSE,Cholamandalam Investment and Finance Company Limited,,,,
CHOLAHLDNG.NS,NSE,Cholamandalam Financial Holdings Limited,,,,
CIEINDIA.NS,NSE,CIE Automotive India Limited,,,,
CIFL.NS,NSE,Capital India Finance Limited,,,,
CINELINE.NS,NSE,Cineline India Limited,,,,
CINEVISTA.NS,NSE,Cinevista Limited,,,,
CIPLA.NS,NSE,Cipla Limited,,,,
CLEAN.NS,NSE,Clean Science and Technology Limited,,,,
CLEANMAX.NS,NSE,Clean Max Enviro Energy Solutions Limited,,,,
CLEDUCATE.NS,NSE,CL Educate Limited,,,,
CLSEL.NS,NSE,Chaman Lal Setia Exports Limited,,,,
CMLL.NS,NSE,Caliber Mining and Logistics Limited,,,,
CMPDI.NS,NSE,Central Mine Planning & Design Institute Limited,,,,
CMRGREEN.NS,NSE,CMR Green Technologies Limited,,,,
CMSINFO.NS,NSE,CMS Info Systems Limited,,,,
CNL.NS,NSE,Creative Newtech Limited,,,,
COALINDIA.NS,NSE,Coal India Limited,,,,
COASTCORP.NS,NSE,Coastal Corporation Limited,,,,
COCHINSHIP.NS,NSE,Cochin Shipyard Limited,,,,
COCKERILL.NS,NSE,John Cockerill India Limited,,,,
COFFEEDAY.NS,NSE,Coffee Day Enterprises Limited,,,,
COFORGE.NS,NSE,Coforge Limited,,,,
COHANCE.NS,NSE,Cohance Lifesciences Limited,,,,
COLPAL.NS,NSE,Colgate Palmolive (India) Limited,,,,
COMFINTE.NS,NSE,Comfort Intech Limited,,,,
COMPEAU.NS,NSE,Competent Automobiles Company Limited,,,,
COMPINFO.NS,NSE,Compuage Infocom Limited,,,,
COMPUSOFT.NS,NSE,Compucom Software Limited,,,,
COMSYN.NS,NSE,Commercial Syn Bags Limited,,,,
CONCOR.NS,NSE,Container Corporation of India Limited,,,,
CONCORDBIO.NS,NSE,Concord Biotech Limited,,,,
CONFIPET.NS,NSE,Confidence Petroleum India Limited,,,,
CONSOFINVT.NS,NSE,Consolidated Finvest & Holdings Limited,,,,
CONTROLPR.NS,NSE,Control Print Limited,,,,
CORALFINAC.NS,NSE,Coral India Finance & Housing Limited,,,,
CORDELIA.NS,NSE,Waterways Leisure Tourism Limited,,,,
CORDSCABLE.NS,NSE,Cords Cable Industries Limited,,,,
COROMANDEL.NS,NSE,Coromandel International Limited,,,,
CORONA.NS,NSE,CORONA Remedies Limited,,,,
COSMOFIRST.NS,NSE,COSMO FIRST LIMITED,,,,
COUNCODOS.NS,NSE,Country Condo's Limited,,,,
CPCAP.NS,NSE,CP Capital Limited,,,,
CPEDU.NS,NSE,Career Point Edutech Limited,,,,
CPL.NS,NSE,Captain Polyplast Limited,,,,
CPPLUS.NS,NSE,Aditya Infotech Limited,,,,
CRAFTSMAN.NS,NSE,Craftsman Automation Limited,,,,
CRAMC.NS,NSE,Canara Robeco Asset Management Company Limited,,,,
CRAVATEX.NS,NSE,Cravatex Limited,,,,
CREATIVEYE.NS,NSE,Creative Eye Limited,,,,
CREDITACC.NS,NSE,CREDITACCESS GRAMEEN LIMITED,,,,
CREST.NS,NSE,Crest Ventures Limited,,,,
CRESTO.NS,NSE,CRESTO TECHNO LIMITED,,,,
CRISIL.NS,NSE,Crisil Limited,,,,
CRIZAC.NS,NSE,Crizac Limited,,,,
CROMPTON.NS,NSE,Crompton Greaves Consumer Electricals Limited,,,,
CROWN.NS,NSE,Crown Lifters Limited,,,,
CRSL.NS,NSE,Cressanda Railway Solutions Limited,,,,
CSBBANK.NS,NSE,CSB Bank Limited,,,,
CSLFINANCE.NS,NSE,CSL Finance Limited,,,,
CSM.NS,NSE,CSM Technologies Limited,,,,
CTE.NS,NSE,Cambridge Technology Enterprises Limited,,,,
CUB.NS,NSE,City Union Bank Limited,,,,
CUBEXTUB.NS,NSE,Cubex Tubings Limited,,,,
CUMMINSIND.NS,NSE,Cummins India Limited,,,,
CUPID.NS,NSE,Cupid Limited,,,,
CURAA.NS,NSE,Cura Technologies Limited,,,,
CYBERMEDIA.NS,NSE,Cyber Media (India) Limited,,,,
CYBERTECH.NS,NSE,Cybertech Systems And Software Limited,,,,
CYIENT.NS,NSE,Cyient Limited,,,,
CYIENTDLM.NS,NSE,Cyient DLM Limited,,,,
DABUR.NS,NSE,Dabur India Limited,,,,
DAICHI.NS,NSE,Dai-Ichi Karkaria Limited,,,,
DALBHARAT.NS,NSE,Dalmia Bharat Limited,,,,
DALMIASUG.NS,NSE,Dalmia Bharat Sugar and Industries Limited,,,,
DAMCAPITAL.NS,NSE,Dam Capital Advisors Limited,,,,
DAMODARIND.NS,NSE,Damodar Industries Limited,,,,
DANGEE.NS,NSE,Dangee Dums Limited,,,,
DATAMATICS.NS,NSE,Datamatics Global Services Limited,,,,
DATAPATTNS.NS,NSE,Data Patterns (India) Limited,,,,
DAVANGERE.NS,NSE,Davangere Sugar Company Limited,,,,
DBCORP.NS,NSE,D.B.Corp Limited,,,,
DBEIL.NS,NSE,Deepak Builders & Engineers India Limited,,,,
DBL.NS,NSE,Dilip Buildcon Limited,,,,
DBOL.NS,NSE,Dhampur Bio Organics Limited,,,,
DBREALTY.NS,NSE,Valor Estate Limited,,,,
DBSTOCKBRO.NS,NSE,DB (International) Stock Brokers Limited,,,,
DCAL.NS,NSE,Dishman Carbogen Amcis Limited,,,,
DCBBANK.NS,NSE,DCB Bank Limited,,,,
DCI.NS,NSE,Dc Infotech And Communication Limited,,,,
DCM.NS,NSE,DCM  Limited,,,,
DCMFINSERV.NS,NSE,DCM Financial Services Limited,,,,
DCMNVL.NS,NSE,DCM Nouvelle Limited,,,,
DCMSHRIRAM.NS,NSE,DCM Shriram Limited,,,,
DCMSIL.NS,NSE,DCM Shriram International Limited,,,,
DCMSRIND.NS,NSE,DCM Shriram Industries Limited,,,,
DCW.NS,NSE,DCW Limited,,,,
DCXINDIA.NS,NSE,DCX Systems Limited,,,,
DDEVPLSTIK.NS,NSE,Ddev Plastiks Industries Limited,,,,
DECCANCE.NS,NSE,Deccan Cements Limited,,,,
DECNGOLD.NS,NSE,Deccan Gold Mines Limited,,,,
DEEDEV.NS,NSE,DEE Development Engineers Limited,,,,
DEEP.NS,NSE,Deep Polymers Limited,,,,
DEEPA.NS,NSE,Deepa Jewellers Limited,,,,
DEEPAKFERT.NS,NSE,Deepak Fertilizers and Petrochemicals Corporation Limited,,,,
DEEPAKNTR.NS,NSE,Deepak Nitrite Limited,,,,
DEEPINDS.NS,NSE,Deep Industries Limited,,,,
DELHIVERY.NS,NSE,Delhivery Limited,,,,
DELPHIFX.NS,NSE,DELPHI WORLD MONEY LIMITED,,,,
DELTACORP.NS,NSE,Delta Corp Limited,,,,
DELTAMAGNT.NS,NSE,Delta Manufacturing Limited,,,,
DEN.NS,NSE,Den Networks Limited,,,,
DENORA.NS,NSE,De Nora India Limited,,,,
DENTA.NS,NSE,Denta Water and Infra Solutions Limited,,,,
DEVIT.NS,NSE,Dev Information Technology Limited,,,,
DEVX.NS,NSE,Dev Accelerator Limited,,,,
DEVYANI.NS,NSE,Devyani International Limited,,,,
DGCONTENT.NS,NSE,Digicontent Limited,,,,
DHABRIYA.NS,NSE,Dhabriya Polywood Limited,,,,
DHAMPURSUG.NS,NSE,Dhampur Sugar Mills Limited,,,,
DHANBANK.NS,NSE,Dhanlaxmi Bank Limited,,,,
DHANUKA.NS,NSE,Dhanuka Agritech Limited,,,,
DHARAN.NS,NSE,DHARAN INFRA-EPC LIMITED,,,,
DHARMAJ.NS,NSE,Dharmaj Crop Guard Limited,,,,
DHATRE.NS,NSE,Dhatre Udyog Limited,,,,
DHOOTTRANS.NS,NSE,Dhoot Transmission Limited,,,,
DHRUV.NS,NSE,Dhruv Consultancy Services Limited,,,,
DHUNINV.NS,NSE,Dhunseri Investments Limited,,,,
DIACABS.NS,NSE,Diamond Power Infrastructure Limited,,,,
DIAMINESQ.NS,NSE,Diamines & Chemicals Limited,,,,
DIAMONDYD.NS,NSE,Prataap Snacks Limited,,,,
DICIND.NS,NSE,DIC India Limited,,,,
DIFFNKG.NS,NSE,Diffusion Engineers Limited,,,,
DIGIDRIVE.NS,NSE,Digidrive Distributors Limited,,,,
DIGISPICE.NS,NSE,DiGiSPICE Technologies Limited,,,,
DIGITIDE.NS,NSE,Digitide Solutions Limited,,,,
DIGJAMLMTD.NS,NSE,Digjam Limited,,,,
DISAQ.NS,NSE,Disa India Limited,,,,
DISHTV.NS,NSE,Dish TV India Limited,,,,
DIVGIITTS.NS,NSE,Divgi Torqtransfer Systems Limited,,,,
DIVISLAB.NS,NSE,Divi's Laboratories Limited,,,,
DIXON.NS,NSE,Dixon Technologies (India) Limited,,,,
DJML.NS,NSE,DJ Mediaprint & Logistics Limited,,,,
DLF.NS,NSE,DLF Limited,,,,
DLINKINDIA.NS,NSE,D-Link (India) Limited,,,,
DMART.NS,NSE,Avenue Supermarts Limited,,,,
DMCC.NS,NSE,DMCC SPECIALITY CHEMICALS LIMITED,,,,
DNAMEDIA.NS,NSE,Diligent Media Corporation Limited,,,,
DODLA.NS,NSE,Dodla Dairy Limited,,,,
DOLATALGO.NS,NSE,Dolat Algotech Limited,,,,
DOLLAR.NS,NSE,Dollar Industries Limited,,,,
DOLLEX.NS,NSE,Dollex Agrotech Limited,,,,
DOLPHIN.NS,NSE,Dolphin Offshore Enterprises (India) Limited,,,,
DOMS.NS,NSE,DOMS Industries Limited,,,,
DONEAR.NS,NSE,Donear Industries Limited,,,,
DPABHUSHAN.NS,NSE,D. P. Abhushan Limited,,,,
DPSCLTD.NS,NSE,DPSC Limited,,,,
DPWIRES.NS,NSE,D P Wires Limited,,,,
DRAGARWQ.NS,NSE,Dr Agarwals Eye Hospital Limited,,,,
DRCSYSTEMS.NS,NSE,DRC Systems India Limited,,,,
DREAMFOLKS.NS,NSE,Dreamfolks Services Limited,,,,
DREDGECORP.NS,NSE,Dredging Corporation of India Limited,,,,
DRREDDY.NS,NSE,Dr. Reddy's Laboratories Limited,,,,
DSFCL.NS,NSE,DCM Shriram Fine Chemicals Limited,,,,
DSKULKARNI.NS,NSE,DS Kulkarni Developers Limited,,,,
DSSL.NS,NSE,Dynacons Systems & Solutions Limited,,,,
DTIL.NS,NSE,Dhunseri Tea & Industries Limited,,,,
DUCON.NS,NSE,Ducon Infratechnologies Limited,,,,
DVL.NS,NSE,Dhunseri Ventures Limited,,,,
DWARKESH.NS,NSE,Dwarikesh Sugar Industries Limited,,,,
DYCL.NS,NSE,Dynamic Cables Limited,,,,
DYNAMATECH.NS,NSE,Dynamatic Technologies Limited,,,,
DYNPRO.NS,NSE,Dynemic Products Limited,,,,
E2E.NS,NSE,E2E Networks Limited,,,,
EASEMYTRIP.NS,NSE,Easy Trip Planners Limited,,,,
EASTSILK.NS,NSE,Eastern Silk Industries Limited,,,,
EASTWEST.NS,NSE,East West Freight Carriers Limited,,,,
EBGNG.NS,NSE,GNG Electronics Limited,,,,
EBIX.NS,NSE,EBIX Limited,,,,
ECLERX.NS,NSE,eClerx Services Limited,,,,
ECORECO.NS,NSE,Eco Recycling Limited,,,,
ECOSMOBLTY.NS,NSE,Ecos (India) Mobility & Hospitality Limited,,,,
EDELWEISS.NS,NSE,Edelweiss Financial Services Limited,,,,
EFCIL.NS,NSE,EFC (I) Limited,,,,
EICHERMOT.NS,NSE,Eicher Motors Limited,,,,
EIDPARRY.NS,NSE,EID Parry India Limited,,,,
EIEL.NS,NSE,Enviro Infra Engineers Limited,,,,
EIFFL.NS,NSE,Euro India Fresh Foods Limited,,,,
EIHAHOTELS.NS,NSE,EIH Associated Hotels Limited,,,,
EIHOTEL.NS,NSE,EIH Limited,,,,
EIMCOELECO.NS,NSE,Eimco Elecon (India) Limited,,,,
EKC.NS,NSE,Everest Kanto Cylinder Limited,,,,
EKI.NS,NSE,EKI Energy Services Limited,,,,
ELANTAS.NS,NSE,Elantas Beck India Limited,,,,
ELCIDIN.NS,NSE,EL CID Investments Limited,,,,
ELDEHSG.NS,NSE,Eldeco Housing And Industries Limited,,,,
ELECON.NS,NSE,Elecon Engineering Company Limited,,,,
ELECTCAST.NS,NSE,Electrosteel Castings Limited,,,,
ELECTHERM.NS,NSE,Electrotherm (India) Limited,,,,
ELGIEQUIP.NS,NSE,Elgi Equipments Limited,,,,
ELGIRUBCO.NS,NSE,Elgi Rubber Company Limited,,,,
ELIN.NS,NSE,Elin Electronics Limited,,,,
ELITECON.NS,NSE,Elitecon International Limited,,,,
ELLEN.NS,NSE,Ellenbarrie Industrial Gases Limited,,,,
ELPROINTL.NS,NSE,Elpro International Limited,,,,
EMAMILTD.NS,NSE,Emami Limited,,,,
EMAMIPAP.NS,NSE,Emami Paper Mills Limited,,,,
EMAMIREAL.NS,NSE,Emami Realty Limited,,,,
EMBDL.NS,NSE,Embassy Developments Limited,,,,
EMCURE.NS,NSE,Emcure Pharmaceuticals Limited,,,,
EMIL.NS,NSE,Electronics Mart India Limited,,,,
EMKAY.NS,NSE,Emkay Global Financial Services Limited,,,,
EMMBI.NS,NSE,Emmbi Industries Limited,,,,
EMMVEE.NS,NSE,Emmvee Photovoltaic Power Limited,,,,
EMPIND.NS,NSE,Empire Industries Limited,,,,
EMPOWER.NS,NSE,Empower India Limited,,,,
EMSLIMITED.NS,NSE,EMS Limited,,,,
EMUDHRA.NS,NSE,eMudhra Limited,,,,
ENDURANCE.NS,NSE,Endurance Technologies Limited,,,,
ENERGYDEV.NS,NSE,Energy Development Company Limited,,,,
ENGINERSIN.NS,NSE,Engineers India Limited,,,,
ENIL.NS,NSE,Entertainment Network (India) Limited,,,,
ENKEIWHEL.NS,NSE,Enkei Wheels (India) Limited,,,,
ENRIN.NS,NSE,Siemens Energy India Limited,,,,
ENTERO.NS,NSE,Entero Healthcare Solutions Limited,,,,
EPACK.NS,NSE,EPACK Durable Limited,,,,
EPACKPEB.NS,NSE,EPack Prefab Technologies Limited,,,,
EPIGRAL.NS,NSE,Epigral Limited,,,,
EPL.NS,NSE,EPL Limited,,,,
EQUIPPP.NS,NSE,Equippp Social Impact Technologies Limited,,,,
EQUITASBNK.NS,NSE,Equitas Small Finance Bank Limited,,,,
ERIS.NS,NSE,Eris Lifesciences Limited,,,,
ESABINDIA.NS,NSE,Esab India Limited,,,,
ESAFSFB.NS,NSE,ESAF Small Finance Bank Limited,,,,
ESCORTS.NS,NSE,Escorts Kubota Limited,,,,
ESDS.NS,NSE,ESDS Software Solution Limited,,,,
ESSARSHPNG.NS,NSE,Essar Shipping Limited,,,,
ESSENTIA.NS,NSE,Integra Essentia Limited,,,,
ESTER.NS,NSE,Ester Industries Limited,,,,
ETERNAL.NS,NSE,ETERNAL LIMITED,,,,
ETHOSLTD.NS,NSE,Ethos Limited,,,,
EUREKAFORB.NS,NSE,Eureka Forbes Limited,,,,
EUROBOND.NS,NSE,Euro Panel Products Limited,,,,
EUROPRATIK.NS,NSE,Euro Pratik Sales Limited,,,,
EUROTEXIND.NS,NSE,Eurotex Industries and Exports Limited,,,,
EVEREADY.NS,NSE,Eveready Industries India Limited,,,,
EVERESTIND.NS,NSE,Everest Industries Limited,,,,
EXCELINDUS.NS,NSE,Excel Industries Limited,,,,
EXCELSOFT.NS,NSE,Excelsoft Technologies Limited,,,,
EXICOM.NS,NSE,Exicom Tele-Systems Limited,,,,
EXIDEIND.NS,NSE,Exide Industries Limited,,,,
EXPLEOSOL.NS,NSE,Expleo Solutions Limited,,,,
EXXARO.NS,NSE,Exxaro Tiles Limited,,,,
FABTECH.NS,NSE,Fabtech Technologies Limited,,,,
FACT.NS,NSE,Fertilizers and Chemicals Travancore Limited,,,,
FAIRCHEMOR.NS,NSE,Fairchem Organics Limited,,,,
FAZE3Q.NS,NSE,Faze Three Limited,,,,
FCL.NS,NSE,Fineotex Chemical Limited,,,,
FCSSOFT.NS,NSE,FCS Software Solutions Limited,,,,
FDC.NS,NSE,FDC Limited,,,,
FEDDERSHOL.NS,NSE,Fedders Holding Limited,,,,
FEDERALBNK.NS,NSE,The Federal Bank  Limited,,,,
FEDFINA.NS,NSE,Fedbank Financial Services Limited,,,,
FEL.NS,NSE,Future Enterprises Limited,,,,
FELDVR.NS,NSE,Future Enterprises Limited,,,,
FERMENTA.NS,NSE,Fermenta Biotech Limited,,,,
FIBERWEB.NS,NSE,Fiberweb (India) Limited,,,,
FIEMIND.NS,NSE,Fiem Industries Limited,,,,
FILATEX.NS,NSE,Filatex India Limited,,,,
FILATFASH.NS,NSE,Filatex Fashions Limited,,,,
FINCABLES.NS,NSE,Finolex Cables Limited,,,,
FINEORG.NS,NSE,Fine Organic Industries Limited,,,,
FINKURVE.NS,NSE,Finkurve Financial Services Limited,,,,
FINOPB.NS,NSE,Fino Payments Bank Limited,,,,
FINPIPE.NS,NSE,Finolex Industries Limited,,,,
FIRSTCRY.NS,NSE,Brainbees Solutions Limited,,,,
FISCHER.NS,NSE,Fischer Medical Ventures Limited,,,,
FIVESTAR.NS,NSE,Five-Star Business Finance Limited,,,,
FLAIR.NS,NSE,Flair Writing Industries Limited,,,,
FLEXITUFF.NS,NSE,Flexituff Ventures International Limited,,,,
FLFL.NS,NSE,Future Lifestyle Fashions Limited,,,,
FLUOROCHEM.NS,NSE,Gujarat Fluorochemicals Limited,,,,
FMGOETZE.NS,NSE,Federal-Mogul Goetze (India) Limited.,,,,
FMNL.NS,NSE,Future Market Networks Limited,,,,
FOCUS.NS,NSE,Focus Lighting and Fixtures Limited,,,,
FOODSIN.NS,NSE,Foods & Inns Limited,,,,
FORCEMOT.NS,NSE,FORCE MOTORS LTD,,,,
FORTIS.NS,NSE,Fortis Healthcare Limited,,,,
FOSECOIND.NS,NSE,Foseco India Limited,,,,
FRACTAL.NS,NSE,Fractal Analytics Limited,,,,
FREDUN.NS,NSE,Fredun Pharmaceuticals Limited,,,,
FRONTSP.NS,NSE,Frontier Springs Limited,,,,
FSL.NS,NSE,Firstsource Solutions Limited,,,,
FUSION.NS,NSE,Fusion Finance Limited,,,,
GABRIEL.NS,NSE,Gabriel India Limited,,,,
GAEL.NS,NSE,Gujarat Ambuja Exports Limited,,,,
GAIL.NS,NSE,GAIL (India) Limited,,,,
GAJA.NS,NSE,Gaja Alternative Asset Management Limited,,,,
GALAPREC.NS,NSE,Gala Precision Engineering Limited,,,,
GALAXYSURF.NS,NSE,Galaxy Surfactants Limited,,,,
GALLANTT.NS,NSE,Gallantt Ispat Limited,,,,
GANDHAR.NS,NSE,Gandhar Oil Refinery (India) Limited,,,,
GANDHITUBE.NS,NSE,Gandhi Special Tubes Limited,,,,
GANECOS.NS,NSE,Ganesha Ecosphere Limited,,,,
GANESHBE.NS,NSE,Ganesh Benzoplast Limited,,,,
GANESHCP.NS,NSE,Ganesh Consumer Products Limited,,,,
GANESHHOU.NS,NSE,GANESH HOUSING LIMITED,,,,
GANGAFORGE.NS,NSE,Ganga Forging Limited,,,,
GANGESSECU.NS,NSE,Ganges Securities Limited,,,,
GARFIBRES.NS,NSE,Garware Technical Fibres Limited,,,,
GARUDA.NS,NSE,Garuda Construction and Engineering Limited,,,,
GATECH.NS,NSE,GACM Technologies Limited,,,,
GATECHDVR.NS,NSE,GACM Technologies Limited,,,,
GATEWAY.NS,NSE,Gateway Distriparks Limited,,,,
GAUDIUMIVF.NS,NSE,Gaudium IVF and Women Health Limited,,,,
GAYAHWS.NS,NSE,Gayatri Highways Limited,,,,
GAYAPROJ.NS,NSE,Gayatri Projects Limited,,,,
GCSL.NS,NSE,Gretex Corporate Services Limited,,,,
GEECEE.NS,NSE,GeeCee Ventures Limited,,,,
GEEKAYWIRE.NS,NSE,Geekay Wires Limited,,,,
GEMAROMA.NS,NSE,Gem Aromatics Limited,,,,
GENCON.NS,NSE,Generic Engineering Construction and Projects Limited,,,,
GENESYS.NS,NSE,Genesys International Corporation Limited,,,,
GENSOL.NS,NSE,Gensol Engineering Limited,,,,
GENUSPAPER.NS,NSE,Genus Paper & Boards Limited,,,,
GENUSPOWER.NS,NSE,Genus Power Infrastructures Limited,,,,
GEOJITFSL.NS,NSE,Geojit Financial Services Limited,,,,
GESHIP.NS,NSE,The Great Eastern Shipping Company Limited,,,,
GFLLIMITED.NS,NSE,GFL Limited,,,,
GFSTEELS.NS,NSE,Grand Foundry Limited,,,,
GHCL.NS,NSE,GHCL Limited,,,,
GHCLTEXTIL.NS,NSE,GHCL Textiles Limited,,,,
GICHSGFIN.NS,NSE,GIC Housing Finance Limited,,,,
GICL.NS,NSE,Globe International Carriers Limited,,,,
GICRE.NS,NSE,General Insurance Corporation of India,,,,
GILLANDERS.NS,NSE,Gillanders Arbuthnot & Company Limited,,,,
GILLETTE.NS,NSE,Gillette India Limited,,,,
GINNIFILA.NS,NSE,Ginni Filaments Limited,,,,
GIPCL.NS,NSE,Gujarat Industries Power Company Limited,,,,
GKB.NS,NSE,GKB Ophthalmics Limited,,,,
GKENERGY.NS,NSE,GK Energy Limited,,,,
GKSL.NS,NSE,Gujarat Kidney And Super Speciality Limited,,,,
GKWLIMITED.NS,NSE,GKW Limited,,,,
GLAND.NS,NSE,Gland Pharma Limited,,,,
GLASSWALL.NS,NSE,Glass Wall Systems (India) Limited,,,,
GLAXO.NS,NSE,GlaxoSmithKline Pharmaceuticals Limited,,,,
GLENMARK.NS,NSE,Glenmark Pharmaceuticals Limited,,,,
GLFL.NS,NSE,Gujarat Lease Financing Limited,,,,
GLOBAL.NS,NSE,Global Education Limited,,,,
GLOBALE.NS,NSE,Globale Tessile Limited,,,,
GLOBALVECT.NS,NSE,Global Vectra Helicorp Limited,,,,
GLOBE.NS,NSE,GLOBE ENTERPRISES (INDIA) LIMITED,,,,
GLOBECIVIL.NS,NSE,Globe Civil Projects Limited,,,,
GLOBUSSPR.NS,NSE,Globus Spirits Limited,,,,
GLOSTERLTD.NS,NSE,Gloster Limited,,,,
GLOTTIS.NS,NSE,Glottis Limited,,,,
GMBREW.NS,NSE,GM Breweries Limited,,,,
GMDCLTD.NS,NSE,Gujarat Mineral Development Corporation Limited,,,,
GMMPFAUDLR.NS,NSE,GMM Pfaudler Limited,,,,
GMRAIRPORT.NS,NSE,GMR AIRPORTS LIMITED,,,,
GMRP&UI.NS,NSE,GMR Power and Urban Infra Limited,,,,
GNA.NS,NSE,GNA Axles Limited,,,,
GNFC.NS,NSE,Gujarat Narmada Valley Fertilizers and Chemicals Limited,,,,
GNRL.NS,NSE,Gujarat Natural Resources Limited,,,,
GOACARBON.NS,NSE,Goa Carbon Limited,,,,
GOCLCORP.NS,NSE,GOCL Corporation Limited,,,,
GOCOLORS.NS,NSE,Go Fashion (India) Limited,,,,
GODAVARIB.NS,NSE,Godavari Biorefineries Limited,,,,
GODFRYPHLP.NS,NSE,Godfrey Phillips India Limited,,,,
GODIGIT.NS,NSE,Go Digit General Insurance Limited,,,,
GODREJAGRO.NS,NSE,Godrej Agrovet Limited,,,,
GODREJCP.NS,NSE,Godrej Consumer Products Limited,,,,
GODREJIND.NS,NSE,Godrej Industries Limited,,,,
GODREJPROP.NS,NSE,Godrej Properties Limited,,,,
GOKEX.NS,NSE,Gokaldas Exports Limited,,,,
GOKUL.NS,NSE,Gokul Refoils and Solvent Limited,,,,
GOKULAGRO.NS,NSE,Gokul Agro Resources Limited,,,,
GOLDENTOBC.NS,NSE,Golden Tobacco Limited,,,,
GOLDIAM.NS,NSE,Goldiam International Limited,,,,
GOLDTECH.NS,NSE,AION-TECH SOLUTIONS LIMITED,,,,
GOODLUCK.NS,NSE,Goodluck India Limited,,,,
GOODYEAR.NS,NSE,Goodyear India Limited,,,,
GOPAL.NS,NSE,Gopal Snacks Limited,,,,
GOYALALUM.NS,NSE,Goyal Aluminiums Limited,,,,
GPIL.NS,NSE,Godawari Power And Ispat limited,,,,
GPPL.NS,NSE,Gujarat Pipavav Port Limited,,,,
GPTHEALTH.NS,NSE,GPT Healthcare Limited,,,,
GPTINFRA.NS,NSE,GPT Infraprojects Limited,,,,
GRADIENTE.NS,NSE,Gradiente Infotainment Limited,,,,
GRANDOAK.NS,NSE,Grand Oak Canyons Distillery Limited,,,,
GRANULES.NS,NSE,Granules India Limited,,,,
GRAPHITE.NS,NSE,Graphite India Limited,,,,
GRASIM.NS,NSE,Grasim Industries Limited,,,,
GRAUWEIL.NS,NSE,Grauer & Weil India Limited,,,,
GRAVISSHO.NS,NSE,Graviss Hospitality Limited,,,,
GRAVITA.NS,NSE,Gravita India Limited,,,,
GREAVESCOT.NS,NSE,Greaves Cotton Limited,,,,
GREENLAM.NS,NSE,Greenlam Industries Limited,,,,
GREENPANEL.NS,NSE,Greenpanel Industries Limited,,,,
GREENPLY.NS,NSE,Greenply Industries Limited,,,,
GREENPOWER.NS,NSE,Orient Green Power Company Limited,,,,
GRINDWELL.NS,NSE,Grindwell Norton Limited,,,,
GRINFRA.NS,NSE,G R Infraprojects Limited,,,,
GRMOVER.NS,NSE,GRM Overseas Limited,,,,
GROBTEA.NS,NSE,The Grob Tea Company Limited,,,,
GROWW.NS,NSE,Billionbrains Garage Ventures Limited,,,,
GRPLTD.NS,NSE,GRP Limited,,,,
GRSE.NS,NSE,Garden Reach Shipbuilders & Engineers Limited,,,,
GRWRHITECH.NS,NSE,Garware Hi-Tech Films Limited,,,,
GSFC.NS,NSE,Gujarat State Fertilizers & Chemicals Limited,,,,
GSLSU.NS,NSE,Global Surfaces Limited,,,,
GSPCROP.NS,NSE,GSP Crop Science Limited,,,,
GSS.NS,NSE,GSS Infotech Limited,,,,
GTECJAINX.NS,NSE,G-TEC JAINX EDUCATION LIMITED,,,,
GTL.NS,NSE,GTL Limited,,,,
GTLINFRA.NS,NSE,GTL Infrastructure Limited,,,,
GTPL.NS,NSE,GTPL Hathway Limited,,,,
GUFICBIO.NS,NSE,Gufic Biosciences Limited,,,,
GUJALKALI.NS,NSE,Gujarat Alkalies and Chemicals Limited,,,,
GUJAPOLLO.NS,NSE,Gujarat Apollo Industries Limited,,,,
GUJENERGY.NS,NSE,GUJARAT ENERGY LIMITED,,,,
GUJRAFFIA.NS,NSE,Gujarat Raffia Industries Limited,,,,
GUJTHEM.NS,NSE,Gujarat Themis Biosyn Limited,,,,
GULFOILLUB.NS,NSE,Gulf Oil Lubricants India Limited,,,,
GULFPETRO.NS,NSE,GP Petroleums Limited,,,,
GULPOLY.NS,NSE,Gulshan Polyols Limited,,,,
GVKPIL.NS,NSE,GVK Power & Infrastructure Limited,,,,
GVPIL.NS,NSE,GE Power India Limited,,,,
