symbol,exchange,name,sector,industry,cap_category,index
LOYALTEX.NS,NSE,Loyal Textile Mills Limited,,,,
LPDC.NS,NSE,Landmark Property Development Company Limited,,,,
LT.NS,NSE,Larsen & Toubro Limited,,,,
LTF.NS,NSE,L&T Finance Limited,,,,
LTFOODS.NS,NSE,LT Foods Limited,,,,
LTM.NS,NSE,LTM Limited,,,,
LTTS.NS,NSE,L&T Technology Services Limited,,,,
LUMAXIND.NS,NSE,Lumax Industries Limited,,,,
LUMAXTECH.NS,NSE,Lumax Auto Technologies Limited,,,,
LUMINO.NS,NSE,Lumino Industries Limited,,,,
LUPIN.NS,NSE,Lupin Limited,,,,
LUXIND.NS,NSE,Lux Industries Limited,,,,
LXCHEM.NS,NSE,Laxmi Organic Industries Limited,,,,
LYKALABS.NS,NSE,Lyka Labs Limited,,,,
M&M.NS,NSE,Mahindra & Mahindra Limited,,,,
M&MFIN.NS,NSE,Mahindra & Mahindra Financial Services Limited,,,,
MAANALU.NS,NSE,Maan Aluminium Limited,,,,
MACPOWER.NS,NSE,Macpower CNC Machines Limited,,,,
MADHAV.NS,NSE,Madhav Marbles and Granites Limited,,,,
MADHAVIPL.NS,NSE,Madhav Infra Projects Limited,,,,
MADHUCON.NS,NSE,Madhucon Projects Limited,,,,
MADRASFERT.NS,NSE,Madras Fertilizers Limited,,,,
MAFATIND.NS,NSE,Mafatlal Industries Limited,,,,
MAGADSUGAR.NS,NSE,Magadh Sugar & Energy Limited,,,,
MAGNUM.NS,NSE,Magnum Ventures Limited,,,,
MAHABANK.NS,NSE,Bank of Maharashtra,,,,
MAHAPEXLTD.NS,NSE,Maha Rashtra Apex Corporation Limited,,,,
MAHASTEEL.NS,NSE,Mahamaya Steel Industries Limited,,,,
MAHEPC.NS,NSE,Mahindra EPC Irrigation Limited,,,,
MAHESHWARI.NS,NSE,Maheshwari Logistics Limited,,,,
MAHLIFE.NS,NSE,Mahindra Lifespace Developers Limited,,,,
MAHLOG.NS,NSE,Mahindra Logistics Limited,,,,
MAHSCOOTER.NS,NSE,Maharashtra Scooters Limited,,,,
MAHSEAMLES.NS,NSE,Maharashtra Seamless Limited,,,,
MAITHANALL.NS,NSE,Maithan Alloys Limited,,,,
MAJESAUT.NS,NSE,Majestic Auto Limited,,,,
MAKERSL.NS,NSE,Makers Laboratories Limited,,,,
MALLCOM.NS,NSE,Mallcom (India) Limited,,,,
MALUPAPER.NS,NSE,Malu Paper Mills Limited,,,,
MAMATA.NS,NSE,Mamata Machinery Limited,,,,
MANAKALUCO.NS,NSE,Manaksia Aluminium Company Limited,,,,
MANAKCOAT.NS,NSE,Manaksia Coated Metals & Industries Limited,,,,
MANAKSIA.NS,NSE,Manaksia Limited,,,,
MANAKSTEEL.NS,NSE,Manaksia Steels Limited,,,,
MANALIPETC.NS,NSE,Manali Petrochemicals Limited,,,,
MANAPPURAM.NS,NSE,Manappuram Finance Limited,,,,
MANBA.NS,NSE,Manba Finance Limited,,,,
MANCREDIT.NS,NSE,Mangal Credit and Fincorp Limited,,,,
MANGALAM.NS,NSE,Mangalam Drugs And Organics Limited,,,,
MANGLMCEM.NS,NSE,Mangalam Cement Limited,,,,
MANIKA.NS,NSE,Manika Plastech Limited,,,,
MANINDS.NS,NSE,Man Industries (India) Limited,,,,
MANINFRA.NS,NSE,Man Infraconstruction Limited,,,,
MANIPALHOS.NS,NSE,Manipal Health Enterprises Limited,,,,
MANKIND.NS,NSE,Mankind Pharma Limited,,,,
MANOMAY.NS,NSE,Manomay Tex India Limited,,,,
MANORAMA.NS,NSE,Manorama Industries Limited,,,,
MANORG.NS,NSE,Mangalam Organics Limited,,,,
MANUGRAPH.NS,NSE,Manugraph India Limited,,,,
MANYAVAR.NS,NSE,Vedant Fashions Limited,,,,
MAPMYINDIA.NS,NSE,C.E. Info Systems Limited,,,,
MARALOVER.NS,NSE,Maral Overseas Limited,,,,
MARATHON.NS,NSE,Marathon Nextgen Realty Limited,,,,
MARICO.NS,NSE,Marico Limited,,,,
MARINE.NS,NSE,Marine Electricals (India) Limited,,,,
MARKOLINES.NS,NSE,Markolines Pavement Technologies Limited,,,,
MARKSANS.NS,NSE,Marksans Pharma Limited,,,,
MARSONS.NS,NSE,Marsons Limited,,,,
MARUTI.NS,NSE,Maruti Suzuki India Limited,,,,
MASFIN.NS,NSE,MAS Financial Services Limited,,,,
MASKINVEST.NS,NSE,Mask Investments Limited,,,,
MASTEK.NS,NSE,Mastek Limited,,,,
MASTERTR.NS,NSE,Master Trust Limited,,,,
MATRIMONY.NS,NSE,Matrimony.Com Limited,,,,
MAWANASUG.NS,NSE,Mawana Sugars Limited,,,,
MAXESTATES.NS,NSE,Max Estates Limited,,,,
MAXHEALTH.NS,NSE,Max Healthcare Institute Limited,,,,
MAXIND.NS,NSE,Max India Limited,,,,
MAYURUNIQ.NS,NSE,Mayur Uniquoters Ltd,,,,
MAZDA.NS,NSE,Mazda Limited,,,,
MAZDOCK.NS,NSE,Mazagon Dock Shipbuilders Limited,,,,
MBAPL.NS,NSE,Madhya Bharat Agro Products Limited,,,,
MBECL.NS,NSE,Mcnally Bharat Engineering Company Limited,,,,
MBEL.NS,NSE,M & B Engineering Limited,,,,
MBLINFRA.NS,NSE,MBL Infrastructure Limited,,,,
MCCHRLS-B.NS,NSE,Mac Charles India Limited,,,,
MCL.NS,NSE,M TEK COPPER LIMITED,,,,
MCLEODRUSS.NS,NSE,Mcleod Russel India Limited,,,,
MCLOUD.NS,NSE,Magellanic Cloud Limited,,,,
MCX.NS,NSE,Multi Commodity Exchange of India Limited,,,,
MEDANTA.NS,NSE,Global Health Limited,,,,
MEDIASSIST.NS,NSE,Medi Assist Healthcare Services Limited,,,,
MEDICAMEQ.NS,NSE,Medicamen Biotech Limited,,,,
MEDICAPQ.NS,NSE,Medi Caps Limited,,,,
MEDICO.NS,NSE,Medico Remedies Limited,,,,
MEDPLUS.NS,NSE,Medplus Health Services Limited,,,,
MEESHO.NS,NSE,Meesho Limited,,,,
MEGASTAR.NS,NSE,Megastar Foods Limited,,,,
MEIL.NS,NSE,Mangal Electrical Industries Limited,,,,
MENNPIS.NS,NSE,Menon Pistons Limited,,,,
MENONBE.NS,NSE,Menon Bearings Limited,,,,
MEP.NS,NSE,MEP Infrastructure Developers Limited,,,,
MERCANTILE.NS,NSE,Mercantile Ventures Limited,,,,
MERCURYEV.NS,NSE,Mercury Ev-Tech Limited,,,,
METROBRAND.NS,NSE,Metro Brands Limited,,,,
METROGLOBL.NS,NSE,Metroglobal Limited,,,,
METROPOLIS.NS,NSE,Metropolis Healthcare Limited,,,,
MFML.NS,NSE,Mahalaxmi Fabric Mills Limited,,,,
MFSL.NS,NSE,Max Financial Services Limited,,,,
MGEL.NS,NSE,Mangalam Global Enterprise Limited,,,,
MGL.NS,NSE,Mahanagar Gas Limited,,,,
MHLXMIRU.NS,NSE,Mahalaxmi Rubtech Limited,,,,
MHRIL.NS,NSE,Mahindra Holidays & Resorts India Limited,,,,
MICEL.NS,NSE,MIC Electronics Limited,,,,
MIDHANI.NS,NSE,Mishra Dhatu Nigam Limited,,,,
MIDWESTLTD.NS,NSE,Midwest Limited,,,,
MIIL.NS,NSE,Meghna Infracon Infrastructure Limited,,,,
MILKYMIST.NS,NSE,Milky Mist Dairy Food Limited,,,,
MINALIND.NS,NSE,Minal Industries Limited,,,,
MINDACORP.NS,NSE,Minda Corporation Limited,,,,
MINDTECK.NS,NSE,Mindteck (India) Limited,,,,
MIRZAINT.NS,NSE,Mirza International Limited,,,,
MITCON.NS,NSE,MITCON Consultancy & Engineering Services Limited,,,,
MITTAL.NS,NSE,Mittal Life Style Limited,,,,
MKEXIM.NS,NSE,M.K. Exim (India) Limited,,,,
MKPL.NS,NSE,M K Proteins Limited,,,,
MLKFOOD.NS,NSE,Milkfood Limited,,,,
MMFL.NS,NSE,MM Forgings Limited,,,,
MMP.NS,NSE,MMP Industries Limited,,,,
MMTC.NS,NSE,MMTC Limited,,,,
MMWL.NS,NSE,Media Matrix Worldwide Limited,,,,
MOBIKWIK.NS,NSE,One Mobikwik Systems Limited,,,,
MODINATUR.NS,NSE,Modi Naturals Limited,,,,
MODIRUBBER.NS,NSE,Modi Rubber Limited,,,,
MODIS.NS,NSE,Modis Navnirman Limited,,,,
MODISONLTD.NS,NSE,MODISON LIMITED,,,,
MODTHREAD.NS,NSE,Modern Threads (India) Limited,,,,
MOHITE.NS,NSE,Mohite Industries Limited,,,,
MOHITIND.NS,NSE,Mohit Industries Limited,,,,
MOIL.NS,NSE,MOIL Limited,,,,
MOKSH.NS,NSE,Moksh Ornaments Limited,,,,
MOL.NS,NSE,Meghmani Organics Limited,,,,
MOLBIO.NS,NSE,Molbio Diagnostics Limited,,,,
MOLDTECH.NS,NSE,Mold-Tek Technologies Limited,,,,
MOLDTKPAC.NS,NSE,Mold-Tek Packaging Limited,,,,
MOMSBELIEF.NS,NSE,Rays of Belief Limited,,,,
MONARCH.NS,NSE,Monarch Networth Capital Limited,,,,
MONEYBOXX.NS,NSE,Moneyboxx Finance Limited,,,,
MONTECARLO.NS,NSE,Monte Carlo Fashions Limited,,,,
MOREPENLAB.NS,NSE,Morepen Laboratories Limited,,,,
MOSCHIP.NS,NSE,Moschip Technologies Limited,,,,
MOTHERSON.NS,NSE,Samvardhana Motherson International Limited,,,,
MOTILALOFS.NS,NSE,Motilal Oswal Financial Services Limited,,,,
MOTISONS.NS,NSE,Motisons Jewellers Limited,,,,
MOTOGENFIN.NS,NSE,The Motor & General Finance Limited,,,,
MPDL.NS,NSE,MPDL Limited,,,,
MPHASIS.NS,NSE,MphasiS Limited,,,,
MPIMANIPAL.NS,NSE,Manipal Payment and Identity Solutions Limited,,,,
MPSLTD.NS,NSE,MPS Limited,,,,
MRF.NS,NSE,MRF Limited,,,,
MRPL.NS,NSE,Mangalore Refinery and Petrochemicals Limited,,,,
MSL.NS,NSE,Mangalam Seeds Limited,,,,
MSPL.NS,NSE,MSP Steel & Power Limited,,,,
MSTCLTD.NS,NSE,Mstc Limited,,,,
MSUMI.NS,NSE,Motherson Sumi Wiring India Limited,,,,
MTARTECH.NS,NSE,Mtar Technologies Limited,,,,
MTEDUCARE.NS,NSE,MT Educare Limited,,,,
MTNL.NS,NSE,Mahanagar Telephone Nigam Limited,,,,
MUFIN.NS,NSE,Mufin Green Finance Limited,,,,
MUFTI.NS,NSE,Credo Brands Marketing Limited,,,,
MUKANDLTD.NS,NSE,Mukand Limited,,,,
MUKESHB.NS,NSE,Mukesh Babu Financial Services Limited,,,,
MUKKA.NS,NSE,Mukka Proteins Limited,,,,
MUKTAARTS.NS,NSE,Mukta Arts Limited,,,,
MUNJALAU.NS,NSE,Munjal Auto Industries Limited,,,,
MUNJALSHOW.NS,NSE,Munjal Showa Limited,,,,
MURUDCERA.NS,NSE,Murudeshwar Ceramics Limited,,,,
MUTHOOTCAP.NS,NSE,Muthoot Capital Services Limited,,,,
MUTHOOTFIN.NS,NSE,Muthoot Finance Limited,,,,
MUTHOOTMF.NS,NSE,Muthoot Microfin Limited,,,,
MVELECTRO.NS,NSE,MV Electrosystems Limited,,,,
MVGJL.NS,NSE,Manoj Vaibhav Gems N Jewellers Limited,,,,
MWL.NS,NSE,Mangalam Worldwide Limited,,,,
MYSORPETRO.NS,NSE,Mysore Petro Chemicals Limited,,,,
NACLIND.NS,NSE,NACL Industries Limited,,,,
NAGREEKCAP.NS,NSE,Nagreeka Capital & Infrastructure Limited,,,,
NAGREEKEXP.NS,NSE,Nagreeka Exports Limited,,,,
NAHARCAP.NS,NSE,Nahar Capital and Financial Services Limited,,,,
NAHARINDUS.NS,NSE,Nahar Industrial Enterprises Limited,,,,
NAHARPOLY.NS,NSE,Nahar Poly Films Limited,,,,
NAHARSPING.NS,NSE,Nahar Spinning Mills Limited,,,,
NAM-INDIA.NS,NSE,Nippon Life India Asset Management Limited,,,,
NARMADA.NS,NSE,Narmada Agrobase Limited,,,,
NATCAPSUQ.NS,NSE,Natural Capsules Limited,,,,
NATCOPHARM.NS,NSE,Natco Pharma Limited,,,,
NATHBIOGEN.NS,NSE,Nath Bio-Genes (India) Limited,,,,
NATIONALUM.NS,NSE,National Aluminium Company Limited,,,,
NATIONSTD.NS,NSE,National Standard (India) Limited,,,,
NAUKRI.NS,NSE,Info Edge (India) Limited,,,,
NAVA.NS,NSE,NAVA LIMITED,,,,
NAVINFLUOR.NS,NSE,Navin Fluorine International Limited,,,,
NAVKARCORP.NS,NSE,Navkar Corporation Limited,,,,
NAVKARURB.NS,NSE,Navkar Urbanstructure Limited,,,,
NAVNETEDUL.NS,NSE,Navneet Education Limited,,,,
NAZARA.NS,NSE,Nazara Technologies Limited,,,,
NBCC.NS,NSE,NBCC (India) Limited,,,,
NBIFIN.NS,NSE,N. B. I. Industrial Finance Company Limited,,,,
NCC.NS,NSE,NCC Limited,,,,
NCLIND.NS,NSE,NCL Industries Limited,,,,
NDGL.NS,NSE,Naga Dhunseri Group Limited,,,,
NDL.NS,NSE,Nandan Denim Limited,,,,
NDLVENTURE.NS,NSE,NDL Ventures Limited,,,,
NDRAUTO.NS,NSE,Ndr Auto Components Limited,,,,
NDTV.NS,NSE,New Delhi Television Limited,,,,
NEAGI.NS,NSE,Neelamalai Agro Industries Limited,,,,
NECCLTD.NS,NSE,North Eastern Carrying Corporation Limited,,,,
NECLIFE.NS,NSE,Nectar Lifesciences Limited,,,,
NELCAST.NS,NSE,Nelcast Limited,,,,
NELCO.NS,NSE,NELCO Limited,,,,
NEOGEN.NS,NSE,Neogen Chemicals Limited,,,,
NEPHROPLUS.NS,NSE,Nephrocare Health Services Limited,,,,
NESCO.NS,NSE,Nesco Limited,,,,
NESTLEIND.NS,NSE,Nestle India Limited,,,,
NETWEB.NS,NSE,Netweb Technologies India Limited,,,,
NETWORK18.NS,NSE,Network18 Media & Investments Limited,,,,
NEUEON.NS,NSE,Neueon Corporation Limited,,,,
NEULANDLAB.NS,NSE,Neuland Laboratories Limited,,,,
NEWGEN.NS,NSE,Newgen Software Technologies Limited,,,,
NEXTMEDIA.NS,NSE,Next Mediaworks Limited,,,,
NFL.NS,NSE,National Fertilizers Limited,,,,
NGIL.NS,NSE,Nakoda Group of Industries Limited,,,,
NGLFINE.NS,NSE,NGL Fine-Chem Limited,,,,
NH.NS,NSE,Narayana Hrudayalaya Ltd.,,,,
NHPC.NS,NSE,NHPC Limited,,,,
NIACL.NS,NSE,The New India Assurance Company Limited,,,,
NIBE.NS,NSE,NIBE Limited,,,,
NIBL.NS,NSE,NRB Industrial Bearings Limited,,,,
NICCOPAR.NS,NSE,Nicco Parks & Resorts Limited,,,,
NIITLTD.NS,NSE,NIIT Limited,,,,
NIITMTS.NS,NSE,NIIT Learning Systems Limited,,,,
NILAINFRA.NS,NSE,Nila Infrastructures Limited,,,,
NILASPACES.NS,NSE,Nila Spaces Limited,,,,
NILE.NS,NSE,Nile Limited,,,,
NILKAMAL.NS,NSE,Nilkamal Limited,,,,
NIMBSPROJ.NS,NSE,Nimbus Projects Limited,,,,
NINSYS.NS,NSE,NINtec Systems Limited,,,,
NIPPOBATRY.NS,NSE,Indo-National Limited,,,,
NIRAJ.NS,NSE,Niraj Cement Structurals Limited,,,,
NIRAJISPAT.NS,NSE,Niraj Ispat Industries Limited,,,,
NIRLON.NS,NSE,Nirlon Limited,,,,
NITCO.NS,NSE,Nitco Limited,,,,
NITINSPIN.NS,NSE,Nitin Spinners Limited,,,,
NITIRAJ.NS,NSE,Nitiraj Engineers Limited,,,,
NITTAGELA.NS,NSE,Nitta Gelatin India Limited,,,,
NIVABUPA.NS,NSE,Niva Bupa Health Insurance Company Limited,,,,
NKIND.NS,NSE,NK Industries Limited,,,,
NLCINDIA.NS,NSE,NLC India Limited,,,,
NMDC.NS,NSE,NMDC Limited,,,,
NOCIL.NS,NSE,NOCIL Limited,,,,
NOIDATOLL.NS,NSE,Noida Toll Bridge Company Limited,,,,
NORBTEAEXP.NS,NSE,Norben Tea & Exports Limited,,,,
NORTHARC.NS,NSE,Northern Arc Capital Limited,,,,
NOVAAGRI.NS,NSE,Nova Agritech Limited,,,,
NOVARTIND.NS,NSE,Novartis India Limited,,,,
NPST.NS,NSE,Network People Services Technologies Limited,,,,
NRAIL.NS,NSE,N R Agarwal Industries Limited,,,,
NRBBEARING.NS,NSE,NRB Bearing Limited,,,,
NRL.NS,NSE,Nupur Recyclers Limited,,,,
NSIL.NS,NSE,Nalwa Sons Investments Limited,,,,
NSLNISP.NS,NSE,NMDC Steel Limited,,,,
NTCIND.NS,NSE,NTC Industries Limited,,,,
NTPC.NS,NSE,NTPC Limited,,,,
NTPCGREEN.NS,NSE,NTPC Green Energy Limited,,,,
NUCLEUS.NS,NSE,Nucleus Software Exports Limited,,,,
NURECA.NS,NSE,Nureca Limited,,,,
NUVAMA.NS,NSE,Nuvama Wealth Management Limited,,,,
NUVOCO.NS,NSE,Nuvoco Vistas Corporation Limited,,,,
NYKAA.NS,NSE,FSN E-Commerce Ventures Limited,,,,
OAL.NS,NSE,Oriental Aromatics Limited,,,,
OBCL.NS,NSE,OBCL Limited,,,,
OBEROIRLTY.NS,NSE,Oberoi Realty Limited,,,,
OCCLLTD.NS,NSE,OCCL Limited,,,,
ODIGMA.NS,NSE,Odigma Consultancy Solutions Limited,,,,
ODYCORP.NS,NSE,Odyssey Corporation Limited,,,,
OFSS.NS,NSE,Oracle Financial Services Software Limited,,,,
OIL.NS,NSE,Oil India Limited,,,,
OILCOUNTUB.NS,NSE,Oil Country Tubular Limited,,,,
OLAELEC.NS,NSE,Ola Electric Mobility Limited,,,,
OLECTRA.NS,NSE,Olectra Greentech Limited,,,,
OMAXAUTO.NS,NSE,Omax Autos Limited,,,,
OMAXE.NS,NSE,Omaxe Limited,,,,
OMFREIGHT.NS,NSE,Om Freight Forwarders Limited,,,,
OMINFRAL.NS,NSE,OM INFRA LIMITED,,,,
OMNI.NS,NSE,Omnitech Engineering Limited,,,,
OMPOWER.NS,NSE,Om Power Transmission Limited,,,,
ONEGLOBAL.NS,NSE,One Global Service Provider Limited,,,,
ONELIFECAP.NS,NSE,Onelife Capital Advisors Limited,,,,
ONEPOINT.NS,NSE,One Point One Solutions Limited,,,,
ONESOURCE.NS,NSE,Onesource Specialty Pharma Limited,,,,
ONGC.NS,NSE,Oil & Natural Gas Corporation Limited,,,,
ONIDA.NS,NSE,Onida Electronics Limited,,,,
ONIXSOLAR.NS,NSE,Onix Solar Energy Limited,,,,
ONMOBILE.NS,NSE,OnMobile Global Limited,,,,
ONWARDTEC.NS,NSE,Onward Technologies Limited,,,,
OPTIEMUS.NS,NSE,Optiemus Infracom Limited,,,,
OPTIFIN.NS,NSE,Optimus Finance Limited,,,,
ORBTEXP.NS,NSE,Orbit Exports Limited,,,,
ORCHASP.NS,NSE,Orchasp Limited,,,,
ORCHPHARMA.NS,NSE,Orchid Pharma Limited,,,,
ORICONENT.NS,NSE,Oricon Enterprises Limited,,,,
ORIENTALTL.NS,NSE,Oriental Trimex Limited,,,,
ORIENTBELL.NS,NSE,Orient Bell Limited,,,,
ORIENTCEM.NS,NSE,Orient Cement Limited,,,,
ORIENTCER.NS,NSE,ORIENT CERATECH LIMITED,,,,
ORIENTELEC.NS,NSE,Orient Electric Limited,,,,
ORIENTHOT.NS,NSE,Oriental Hotels Limited,,,,
ORIENTLTD.NS,NSE,Orient Press Limited,,,,
ORIENTPPR.NS,NSE,Orient Paper & Industries Limited,,,,
ORIENTTECH.NS,NSE,Orient Technologies Limited,,,,
ORIRAIL.NS,NSE,Oriental Rail Infrastructure Limited,,,,
ORISSAMINE.NS,NSE,The Orissa Minerals Development Company Limited,,,,
ORKLAINDIA.NS,NSE,Orkla India Limited,,,,
ORTINGLOBE.NS,NSE,ORTIN GLOBAL LIMITED,,,,
OSIAHYPER.NS,NSE,Osia Hyper Retail Limited,,,,
OSWALAGRO.NS,NSE,Oswal Agro Mills Limited,,,,
OSWALGREEN.NS,NSE,Oswal Greentech Limited,,,,
OSWALPUMPS.NS,NSE,Oswal Pumps Limited,,,,
OSWALSEEDS.NS,NSE,ShreeOswal Seeds And Chemicals Limited,,,,
PACEDIGITK.NS,NSE,Pace Digitek Limited,,,,
PACIFICI.NS,NSE,Pacific Industries Limited,,,,
PAGEIND.NS,NSE,Page Industries Limited,,,,
PAISALO.NS,NSE,Paisalo Digital Limited,,,,
PAKKA.NS,NSE,PAKKA LIMITED,,,,
PALASHSECU.NS,NSE,Palash Securities Limited,,,,
PALREDTEC.NS,NSE,Palred Technologies Limited,,,,
PANACEABIO.NS,NSE,Panacea Biotec Limited,,,,
PANACHE.NS,NSE,Panache Digilife Limited,,,,
PANAMAPET.NS,NSE,Panama Petrochem Limited,,,,
PANCHMAHQ.NS,NSE,Panchmahal Steel Limited,,,,
PANORAMA.NS,NSE,Panorama Studios International Limited,,,,
PANSARI.NS,NSE,Pansari Developers Limited,,,,
PAR.NS,NSE,Par Drugs And Chemicals Limited,,,,
PARACABLES.NS,NSE,Paramount Communications Limited,,,,
PARADEEP.NS,NSE,Paradeep Phosphates Limited,,,,
PARAGMILK.NS,NSE,Parag Milk Foods Limited,,,,
PARAS.NS,NSE,Paras Defence and Space Technologies Limited,,,,
PARASPETRO.NS,NSE,Paras Petrofils Limited,,,,
PARIN.NS,NSE,Parin Enterprises Limited,,,,
PARKHOSPS.NS,NSE,Park Medi World Limited,,,,
PARKHOTELS.NS,NSE,Apeejay Surrendra Park Hotels Limited,,,,
PARNAXLAB.NS,NSE,Parnax Lab Limited,,,,
PARSVNATH.NS,NSE,Parsvnath Developers Limited,,,,
PASHUPATI.NS,NSE,Pashupati Cotspin Limited,,,,
PASUPTAC.NS,NSE,Pasupati Acrylon Limited,,,,
PATANJALI.NS,NSE,Patanjali Foods Limited,,,,
PATELENG.NS,NSE,Patel Engineering Limited,,,,
PATELRMART.NS,NSE,Patel Retail Limited,,,,
PATINTLOG.NS,NSE,Patel Integrated Logistics Limited,,,,
PAUSHAKLTD.NS,NSE,Paushak Limited,,,,
PAVNAIND.NS,NSE,Pavna Industries Limited,,,,
PAYTM.NS,NSE,One 97 Communications Limited,,,,
PBMPOLY.NS,NSE,PBM Polytex Limited,,,,
PCBL.NS,NSE,PCBL Chemical Limited,,,,
PCJEWELLER.NS,NSE,PC Jeweller Limited,,,,
PDMJEPAPER.NS,NSE,Pudumjee Paper Products Limited,,,,
PDSL.NS,NSE,PDS Limited,,,,
PEARLPOLY.NS,NSE,Pearl Polymers Limited,,,,
PENIND.NS,NSE,Pennar Industries Limited,,,,
PENINLAND.NS,NSE,Peninsula Land Limited,,,,
PERMAGN.NS,NSE,Permanent Magnets Limited,,,,
PERNIASPOP.NS,NSE,Purple Style Labs Limited,,,,
PERSISTENT.NS,NSE,Persistent Systems Limited,,,,
PETRONET.NS,NSE,Petronet LNG Limited,,,,
PFC.NS,NSE,Power Finance Corporation Limited,,,,
PFIZER.NS,NSE,Pfizer Limited,,,,
PFOCUS.NS,NSE,Prime Focus Limited,,,,
PFS.NS,NSE,PTC India Financial Services Limited,,,,
PGEL.NS,NSE,PG Electroplast Limited,,,,
PGHH.NS,NSE,Procter & Gamble Hygiene and Health Care Limited,,,,
PGHL.NS,NSE,Procter & Gamble Health Limited,,,,
PGIL.NS,NSE,Pearl Global Industries Limited,,,,
PHOENIXLTD.NS,NSE,The Phoenix Mills Limited,,,,
PHOENXINTL.NS,NSE,Phoenix International Limited,,,,
PICCADIL.NS,NSE,Piccadily Agro Industries Limited,,,,
PIDILITIND.NS,NSE,Pidilite Industries Limited,,,,
PIGL.NS,NSE,Power & Instrumentation (Gujarat) Limited,,,,
PIIND.NS,NSE,PI Industries Limited,,,,
PILANIINVS.NS,NSE,Pilani Investment and Industries Corporation Limited,,,,
PILITA.NS,NSE,PIL ITALICA LIFESTYLE LIMITED,,,,
PINELABS.NS,NSE,Pine Labs Limited,,,,
PIONEEREMB.NS,NSE,Pioneer Embroideries Limited,,,,
PIONRINV.NS,NSE,Pioneer Investcorp Limited,,,,
PIRAMALFIN.NS,NSE,Piramal Finance Limited,,,,
PITTIENG.NS,NSE,Pitti Engineering Limited,,,,
PIXTRANS.NS,NSE,Pix Transmissions Limited,,,,
PKTEA.NS,NSE,The Peria Karamalai Tea & Produce Company Limited,,,,
PLASTIBLEN.NS,NSE,Plastiblends India Limited,,,,
PLATIND.NS,NSE,Platinum Industries Limited,,,,
PLAZACABLE.NS,NSE,Plaza Wires Limited,,,,
PML.NS,NSE,Paul Merchants Limited,,,,
PNB.NS,NSE,Punjab National Bank,,,,
PNBGILTS.NS,NSE,PNB Gilts Limited,,,,
PNBHOUSING.NS,NSE,PNB Housing Finance Limited,,,,
PNC.NS,NSE,PNC Media and Entertainment Limited,,,,
PNCINFRA.NS,NSE,PNC Infratech Limited,,,,
PNGJL.NS,NSE,P N Gadgil Jewellers Limited,,,,
PNGSREVA.NS,NSE,PNGS Reva Diamond Jewellery Limited,,,,
POCL.NS,NSE,Pondy Oxides & Chemicals Limited,,,,
PODDARMENT.NS,NSE,Poddar Pigments Limited,,,,
POEL.NS,NSE,POCL Enterprises Limited,,,,
POKARNA.NS,NSE,Pokarna Limited,,,,
POLICYBZR.NS,NSE,PB Fintech Limited,,,,
POLYCAB.NS,NSE,Polycab India Limited,,,,
POLYMED.NS,NSE,Poly Medicure Limited,,,,
POLYPLEX.NS,NSE,Polyplex Corporation Limited,,,,
POLYSPIN.NS,NSE,Polyspin Exports Limited,,,,
PONNIERODE.NS,NSE,Ponni Sugars (Erode) Limited,,,,
POONAWALLA.NS,NSE,Poonawalla Fincorp Limited,,,,
POWERGRID.NS,NSE,Power Grid Corporation of India Limited,,,,
POWERICA.NS,NSE,Powerica Limited,,,,
POWERINDIA.NS,NSE,Hitachi Energy India Limited,,,,
POWERMECH.NS,NSE,Power Mech Projects Limited,,,,
PPAP.NS,NSE,PPAP Automotive Limited,,,,
PPL.NS,NSE,Prakash Pipes Limited,,,,
PPLPHARMA.NS,NSE,Piramal Pharma Limited,,,,
PRABHA.NS,NSE,Prabha Energy Limited,,,,
PRADPME.NS,NSE,Pradeep Metals Limited,,,,
PRAENG.NS,NSE,Prajay Engineers Syndicate Limited,,,,
PRAJIND.NS,NSE,Praj Industries Limited,,,,
PRAKASH.NS,NSE,Prakash Industries Limited,,,,
PRAKASHSTL.NS,NSE,Prakash Steelage Limited,,,,
PRANAV.NS,NSE,Pranav Constructions Limited,,,,
PRASOLCHEM.NS,NSE,Prasol Chemicals Limited,,,,
PRAVEG.NS,NSE,Praveg Limited,,,,
PRAXIS.NS,NSE,Praxis Home Retail Limited,,,,
PRECAM.NS,NSE,Precision Camshafts Limited,,,,
PRECOT.NS,NSE,Precot Limited,,,,
PRECWIRE.NS,NSE,Precision Wires India Limited,,,,
PREMCO.NS,NSE,Premco Global Limited,,,,
PREMEXPLN.NS,NSE,Premier Explosives Limited,,,,
PREMIER.NS,NSE,Premier Limited,,,,
PREMIERENE.NS,NSE,Premier Energies Limited,,,,
PREMIERPOL.NS,NSE,Premier Polyfilm Limited,,,,
PRESTIGE.NS,NSE,Prestige Estates Projects Limited,,,,
PRICOLLTD.NS,NSE,Pricol Limited,,,,
PRIMESECU.NS,NSE,Prime Securities Limited,,,,
PRIMO.NS,NSE,Primo Chemicals Limited,,,,
PRINCEPIPE.NS,NSE,Prince Pipes And Fittings Limited,,,,
PRIORITY.NS,NSE,Priority Jewels Limited,,,,
PRISMX.NS,NSE,Prismx Global Ventures Limited,,,,
PRITI.NS,NSE,Priti International Limited,,,,
PRITIKAUTO.NS,NSE,Pritika Auto Industries Limited,,,,
PRIVISCL.NS,NSE,Privi Speciality Chemicals Limited,,,,
